CODIGO_LOJA;SKU;QTDE_TOTAL
10122;A0376203120001;30
10225;A0376203120001;30
10397;A0376203120001;30
12792;A0376203120001;30
14148;A0376203120001;30
141682;A0376203120001;30
151742;A0376203120001;30
165122;A0376203120001;30
165142;A0376203120001;30
165163;A0376203120001;30
165182;A0376203120001;30
165183;A0376203120001;30
165184;A0376203120001;30
165282;A0376203120001;30
16763;A0376203120001;30
16875;A0376203120001;30
169542;A0376203120001;30
170422;A0376203120001;30
17270;A0376203120001;30
17511;A0376203120001;30
176703;A0376203120001;30
18440;A0376203120001;30
188083;A0376203120001;30
190383;A0376203120001;30
190403;A0376203120001;30
19193;A0376203120001;30
20917;A0376203120001;30
29637;A0376203120001;30
29638;A0376203120001;30
300094;A0376203120001;30
300186;A0376203120001;30
300935;A0376203120001;30
300936;A0376203120001;30
301023;A0376203120001;30
301180;A0376203120001;30
301181;A0376203120001;30
301182;A0376203120001;30
301763;A0376203120001;30
43637;A0376203120001;30
46677;A0376203120001;30
47137;A0376203120001;30
47157;A0376203120001;30
47177;A0376203120001;30
53518;A0376203120001;30
54658;A0376203120001;30
54981;A0376203120001;30
59458;A0376203120001;30
60318;A0376203120001;30
61498;A0376203120001;30
61499;A0376203120001;30
66299;A0376203120001;30
78798;A0376203120001;30
ELDORADO;A0376203120001;30
10067;A0376203130001;30
10122;A0376203130001;30
10225;A0376203130001;30
10397;A0376203130001;30
12792;A0376203130001;30
14148;A0376203130001;30
141682;A0376203130001;30
151742;A0376203130001;30
165122;A0376203130001;30
165142;A0376203130001;30
165163;A0376203130001;30
165182;A0376203130001;30
165183;A0376203130001;30
165184;A0376203130001;30
165282;A0376203130001;30
16763;A0376203130001;30
16875;A0376203130001;30
169542;A0376203130001;30
170422;A0376203130001;30
17270;A0376203130001;30
17511;A0376203130001;30
176703;A0376203130001;30
18440;A0376203130001;30
188083;A0376203130001;30
190383;A0376203130001;30
190403;A0376203130001;30
19193;A0376203130001;30
20917;A0376203130001;30
29637;A0376203130001;30
29638;A0376203130001;30
300094;A0376203130001;30
300186;A0376203130001;30
300935;A0376203130001;30
300936;A0376203130001;30
301023;A0376203130001;30
301180;A0376203130001;30
301181;A0376203130001;30
301182;A0376203130001;30
301763;A0376203130001;30
43637;A0376203130001;30
46677;A0376203130001;30
47137;A0376203130001;30
47157;A0376203130001;30
47177;A0376203130001;30
53518;A0376203130001;30
54658;A0376203130001;30
54981;A0376203130001;30
59458;A0376203130001;30
60318;A0376203130001;30
61498;A0376203130001;30
61499;A0376203130001;30
66299;A0376203130001;30
78798;A0376203130001;30
ELDORADO;A0376203130001;30
10067;A0376216980191;30
10122;A0376216980191;30
10225;A0376216980191;30
10397;A0376216980191;30
12792;A0376216980191;30
14148;A0376216980191;30
141682;A0376216980191;30
151742;A0376216980191;30
165122;A0376216980191;30
165142;A0376216980191;30
165163;A0376216980191;30
165182;A0376216980191;30
165183;A0376216980191;30
165184;A0376216980191;30
165282;A0376216980191;30
16763;A0376216980191;30
16875;A0376216980191;30
169542;A0376216980191;30
170422;A0376216980191;30
17270;A0376216980191;30
17511;A0376216980191;30
176703;A0376216980191;30
18440;A0376216980191;30
188083;A0376216980191;30
190383;A0376216980191;30
190403;A0376216980191;30
19193;A0376216980191;30
20917;A0376216980191;30
29637;A0376216980191;30
29638;A0376216980191;30
300094;A0376216980191;30
300186;A0376216980191;30
300935;A0376216980191;30
300936;A0376216980191;30
301023;A0376216980191;30
301180;A0376216980191;30
301181;A0376216980191;30
301182;A0376216980191;30
301763;A0376216980191;30
43637;A0376216980191;30
46677;A0376216980191;30
47137;A0376216980191;30
47157;A0376216980191;30
47177;A0376216980191;30
53518;A0376216980191;30
54658;A0376216980191;30
54981;A0376216980191;30
59458;A0376216980191;30
60318;A0376216980191;30
61498;A0376216980191;30
61499;A0376216980191;30
66299;A0376216980191;30
78798;A0376216980191;30
ELDORADO;A0376216980191;30
10067;A0376216980193;30
10122;A0376216980193;30
10225;A0376216980193;30
10397;A0376216980193;30
12792;A0376216980193;30
14148;A0376216980193;30
141682;A0376216980193;30
151742;A0376216980193;30
165122;A0376216980193;30
165142;A0376216980193;30
165163;A0376216980193;30
165182;A0376216980193;30
165183;A0376216980193;30
165184;A0376216980193;30
165282;A0376216980193;30
16763;A0376216980193;30
16875;A0376216980193;30
169542;A0376216980193;30
170422;A0376216980193;30
17270;A0376216980193;30
17511;A0376216980193;30
176703;A0376216980193;30
18440;A0376216980193;30
188083;A0376216980193;30
190383;A0376216980193;30
190403;A0376216980193;30
19193;A0376216980193;30
20917;A0376216980193;30
29637;A0376216980193;30
29638;A0376216980193;30
300094;A0376216980193;30
300186;A0376216980193;30
300935;A0376216980193;30
300936;A0376216980193;30
301023;A0376216980193;30
301180;A0376216980193;30
301181;A0376216980193;30
301182;A0376216980193;30
301763;A0376216980193;30
43637;A0376216980193;30
46677;A0376216980193;30
47137;A0376216980193;30
47157;A0376216980193;30
47177;A0376216980193;30
53518;A0376216980193;30
54658;A0376216980193;30
54981;A0376216980193;30
59458;A0376216980193;30
60318;A0376216980193;30
61498;A0376216980193;30
61499;A0376216980193;30
66299;A0376216980193;30
78798;A0376216980193;30
ELDORADO;A0376216980193;30
10067;A0376216980492;30
10122;A0376216980492;30
10225;A0376216980492;30
10397;A0376216980492;30
12792;A0376216980492;30
14148;A0376216980492;30
141682;A0376216980492;30
151742;A0376216980492;30
165122;A0376216980492;30
165142;A0376216980492;30
165163;A0376216980492;30
165182;A0376216980492;30
165183;A0376216980492;30
165184;A0376216980492;30
165282;A0376216980492;30
16763;A0376216980492;30
16875;A0376216980492;30
169542;A0376216980492;30
170422;A0376216980492;30
17270;A0376216980492;30
17511;A0376216980492;30
176703;A0376216980492;30
18440;A0376216980492;30
188083;A0376216980492;30
190383;A0376216980492;30
190403;A0376216980492;30
19193;A0376216980492;30
20917;A0376216980492;30
29637;A0376216980492;30
29638;A0376216980492;30
300094;A0376216980492;30
300186;A0376216980492;30
300935;A0376216980492;30
300936;A0376216980492;30
301023;A0376216980492;30
301180;A0376216980492;30
301181;A0376216980492;30
301182;A0376216980492;30
301763;A0376216980492;30
43637;A0376216980492;30
46677;A0376216980492;30
47137;A0376216980492;30
47157;A0376216980492;30
47177;A0376216980492;30
53518;A0376216980492;30
54658;A0376216980492;30
54981;A0376216980492;30
59458;A0376216980492;30
60318;A0376216980492;30
61498;A0376216980492;30
61499;A0376216980492;30
66299;A0376216980492;30
78798;A0376216980492;30
ELDORADO;A0376216980492;30
10067;A0376216980555;30
10122;A0376216980555;30
10225;A0376216980555;30
10397;A0376216980555;30
12792;A0376216980555;30
14148;A0376216980555;30
141682;A0376216980555;30
151742;A0376216980555;30
165122;A0376216980555;30
165142;A0376216980555;30
165163;A0376216980555;30
165182;A0376216980555;30
165183;A0376216980555;30
165184;A0376216980555;30
165282;A0376216980555;30
16763;A0376216980555;30
16875;A0376216980555;30
169542;A0376216980555;30
170422;A0376216980555;30
17270;A0376216980555;30
17511;A0376216980555;30
176703;A0376216980555;30
18440;A0376216980555;30
188083;A0376216980555;30
190383;A0376216980555;30
190403;A0376216980555;30
19193;A0376216980555;30
20917;A0376216980555;30
29637;A0376216980555;30
29638;A0376216980555;30
300094;A0376216980555;30
300186;A0376216980555;30
300935;A0376216980555;30
300936;A0376216980555;30
301023;A0376216980555;30
301180;A0376216980555;30
301181;A0376216980555;30
301182;A0376216980555;30
301763;A0376216980555;30
43637;A0376216980555;30
46677;A0376216980555;30
47137;A0376216980555;30
47157;A0376216980555;30
47177;A0376216980555;30
53518;A0376216980555;30
54658;A0376216980555;30
54981;A0376216980555;30
59458;A0376216980555;30
60318;A0376216980555;30
61498;A0376216980555;30
61499;A0376216980555;30
66299;A0376216980555;30
78798;A0376216980555;30
ELDORADO;A0376216980555;30
10067;A0376216980556;30
10122;A0376216980556;30
10225;A0376216980556;30
10397;A0376216980556;30
12792;A0376216980556;30
14148;A0376216980556;30
141682;A0376216980556;30
151742;A0376216980556;30
165122;A0376216980556;30
165142;A0376216980556;30
165163;A0376216980556;30
165182;A0376216980556;30
165183;A0376216980556;30
165184;A0376216980556;30
165282;A0376216980556;30
16763;A0376216980556;30
16875;A0376216980556;30
169542;A0376216980556;30
170422;A0376216980556;30
17270;A0376216980556;30
17511;A0376216980556;30
176703;A0376216980556;30
18440;A0376216980556;30
188083;A0376216980556;30
190383;A0376216980556;30
190403;A0376216980556;30
19193;A0376216980556;30
20917;A0376216980556;30
29637;A0376216980556;30
29638;A0376216980556;30
300094;A0376216980556;30
300186;A0376216980556;30
300935;A0376216980556;30
300936;A0376216980556;30
301023;A0376216980556;30
301180;A0376216980556;30
301181;A0376216980556;30
301182;A0376216980556;30
301763;A0376216980556;30
43637;A0376216980556;30
46677;A0376216980556;30
47137;A0376216980556;30
47157;A0376216980556;30
47177;A0376216980556;30
53518;A0376216980556;30
54658;A0376216980556;30
54981;A0376216980556;30
59458;A0376216980556;30
60318;A0376216980556;30
61498;A0376216980556;30
61499;A0376216980556;30
66299;A0376216980556;30
78798;A0376216980556;30
ELDORADO;A0376216980556;30
10067;A0376216980557;30
10122;A0376216980557;30
10225;A0376216980557;30
10397;A0376216980557;30
12792;A0376216980557;30
14148;A0376216980557;30
141682;A0376216980557;30
151742;A0376216980557;30
165122;A0376216980557;30
165142;A0376216980557;30
165163;A0376216980557;30
165182;A0376216980557;30
165183;A0376216980557;30
165184;A0376216980557;30
165282;A0376216980557;30
16763;A0376216980557;30
16875;A0376216980557;30
169542;A0376216980557;30
170422;A0376216980557;30
17270;A0376216980557;30
17511;A0376216980557;30
176703;A0376216980557;30
18440;A0376216980557;30
188083;A0376216980557;30
190383;A0376216980557;30
190403;A0376216980557;30
19193;A0376216980557;30
20917;A0376216980557;30
29637;A0376216980557;30
29638;A0376216980557;30
300094;A0376216980557;30
300186;A0376216980557;30
300935;A0376216980557;30
300936;A0376216980557;30
301023;A0376216980557;30
301180;A0376216980557;30
301181;A0376216980557;30
301182;A0376216980557;30
301763;A0376216980557;30
43637;A0376216980557;30
46677;A0376216980557;30
47137;A0376216980557;30
47157;A0376216980557;30
47177;A0376216980557;30
53518;A0376216980557;30
54658;A0376216980557;30
54981;A0376216980557;30
59458;A0376216980557;30
60318;A0376216980557;30
61498;A0376216980557;30
61499;A0376216980557;30
66299;A0376216980557;30
78798;A0376216980557;30
ELDORADO;A0376216980557;30
10067;A0376216980560;30
10122;A0376216980560;30
10225;A0376216980560;30
10397;A0376216980560;30
12792;A0376216980560;30
14148;A0376216980560;30
141682;A0376216980560;30
151742;A0376216980560;30
165122;A0376216980560;30
165142;A0376216980560;30
165163;A0376216980560;30
165182;A0376216980560;30
165183;A0376216980560;30
165184;A0376216980560;30
165282;A0376216980560;30
16763;A0376216980560;30
16875;A0376216980560;30
169542;A0376216980560;30
170422;A0376216980560;30
17270;A0376216980560;30
17511;A0376216980560;30
176703;A0376216980560;30
18440;A0376216980560;30
188083;A0376216980560;30
190383;A0376216980560;30
190403;A0376216980560;30
19193;A0376216980560;30
20917;A0376216980560;30
29637;A0376216980560;30
29638;A0376216980560;30
300094;A0376216980560;30
300186;A0376216980560;30
300935;A0376216980560;30
300936;A0376216980560;30
301023;A0376216980560;30
301180;A0376216980560;30
301181;A0376216980560;30
301182;A0376216980560;30
301763;A0376216980560;30
43637;A0376216980560;30
46677;A0376216980560;30
47137;A0376216980560;30
47157;A0376216980560;30
47177;A0376216980560;30
53518;A0376216980560;30
54658;A0376216980560;30
54981;A0376216980560;30
59458;A0376216980560;30
60318;A0376216980560;30
61498;A0376216980560;30
61499;A0376216980560;30
66299;A0376216980560;30
78798;A0376216980560;30
ELDORADO;A0376216980560;30
10067;A0376216980568;30
10122;A0376216980568;30
10225;A0376216980568;30
10397;A0376216980568;30
12792;A0376216980568;30
14148;A0376216980568;30
141682;A0376216980568;30
151742;A0376216980568;30
165122;A0376216980568;30
165142;A0376216980568;30
165163;A0376216980568;30
165182;A0376216980568;30
165183;A0376216980568;30
165184;A0376216980568;30
165282;A0376216980568;30
16763;A0376216980568;30
16875;A0376216980568;30
169542;A0376216980568;30
170422;A0376216980568;30
17270;A0376216980568;30
17511;A0376216980568;30
176703;A0376216980568;30
18440;A0376216980568;30
188083;A0376216980568;30
190383;A0376216980568;30
190403;A0376216980568;30
19193;A0376216980568;30
20917;A0376216980568;30
29637;A0376216980568;30
29638;A0376216980568;30
300094;A0376216980568;30
300186;A0376216980568;30
300935;A0376216980568;30
300936;A0376216980568;30
301023;A0376216980568;30
301180;A0376216980568;30
301181;A0376216980568;30
301182;A0376216980568;30
301763;A0376216980568;30
43637;A0376216980568;30
46677;A0376216980568;30
47137;A0376216980568;30
47157;A0376216980568;30
47177;A0376216980568;30
53518;A0376216980568;30
54658;A0376216980568;30
54981;A0376216980568;30
59458;A0376216980568;30
60318;A0376216980568;30
61498;A0376216980568;30
61499;A0376216980568;30
66299;A0376216980568;30
78798;A0376216980568;30
ELDORADO;A0376216980568;30
10067;A0376216980571;30
10122;A0376216980571;30
10225;A0376216980571;30
10397;A0376216980571;30
12792;A0376216980571;30
14148;A0376216980571;30
141682;A0376216980571;30
151742;A0376216980571;30
165122;A0376216980571;30
165142;A0376216980571;30
165163;A0376216980571;30
165182;A0376216980571;30
165183;A0376216980571;30
165184;A0376216980571;30
165282;A0376216980571;30
16763;A0376216980571;30
16875;A0376216980571;30
169542;A0376216980571;30
170422;A0376216980571;30
17270;A0376216980571;30
17511;A0376216980571;30
176703;A0376216980571;30
18440;A0376216980571;30
188083;A0376216980571;30
190383;A0376216980571;30
190403;A0376216980571;30
19193;A0376216980571;30
20917;A0376216980571;30
29637;A0376216980571;30
29638;A0376216980571;30
300094;A0376216980571;30
300186;A0376216980571;30
300935;A0376216980571;30
300936;A0376216980571;30
301023;A0376216980571;30
301180;A0376216980571;30
301181;A0376216980571;30
301182;A0376216980571;30
301763;A0376216980571;30
43637;A0376216980571;30
46677;A0376216980571;30
47137;A0376216980571;30
47157;A0376216980571;30
47177;A0376216980571;30
53518;A0376216980571;30
54658;A0376216980571;30
54981;A0376216980571;30
59458;A0376216980571;30
60318;A0376216980571;30
61498;A0376216980571;30
61499;A0376216980571;30
66299;A0376216980571;30
78798;A0376216980571;30
ELDORADO;A0376216980571;30
10067;A0376216980572;30
10122;A0376216980572;30
10225;A0376216980572;30
10397;A0376216980572;30
12792;A0376216980572;30
14148;A0376216980572;30
141682;A0376216980572;30
151742;A0376216980572;30
165122;A0376216980572;30
165142;A0376216980572;30
165163;A0376216980572;30
165182;A0376216980572;30
165183;A0376216980572;30
165184;A0376216980572;30
165282;A0376216980572;30
16763;A0376216980572;30
16875;A0376216980572;30
169542;A0376216980572;30
170422;A0376216980572;30
17270;A0376216980572;30
17511;A0376216980572;30
176703;A0376216980572;30
18440;A0376216980572;30
188083;A0376216980572;30
190383;A0376216980572;30
190403;A0376216980572;30
19193;A0376216980572;30
20917;A0376216980572;30
29637;A0376216980572;30
29638;A0376216980572;30
300094;A0376216980572;30
300186;A0376216980572;30
300935;A0376216980572;30
300936;A0376216980572;30
301023;A0376216980572;30
301180;A0376216980572;30
301181;A0376216980572;30
301182;A0376216980572;30
301763;A0376216980572;30
43637;A0376216980572;30
46677;A0376216980572;30
47137;A0376216980572;30
47157;A0376216980572;30
47177;A0376216980572;30
53518;A0376216980572;30
54658;A0376216980572;30
54981;A0376216980572;30
59458;A0376216980572;30
60318;A0376216980572;30
61498;A0376216980572;30
61499;A0376216980572;30
66299;A0376216980572;30
78798;A0376216980572;30
ELDORADO;A0376216980572;30
10067;A0376216980575;30
10122;A0376216980575;30
10225;A0376216980575;30
10397;A0376216980575;30
12792;A0376216980575;30
14148;A0376216980575;30
141682;A0376216980575;30
151742;A0376216980575;30
165122;A0376216980575;30
165142;A0376216980575;30
165163;A0376216980575;30
165182;A0376216980575;30
165183;A0376216980575;30
165184;A0376216980575;30
165282;A0376216980575;30
16763;A0376216980575;30
16875;A0376216980575;30
169542;A0376216980575;30
170422;A0376216980575;30
17270;A0376216980575;30
17511;A0376216980575;30
176703;A0376216980575;30
18440;A0376216980575;30
188083;A0376216980575;30
190383;A0376216980575;30
190403;A0376216980575;30
19193;A0376216980575;30
20917;A0376216980575;30
29637;A0376216980575;30
29638;A0376216980575;30
300094;A0376216980575;30
300186;A0376216980575;30
300935;A0376216980575;30
300936;A0376216980575;30
301023;A0376216980575;30
301180;A0376216980575;30
301181;A0376216980575;30
301182;A0376216980575;30
301763;A0376216980575;30
43637;A0376216980575;30
46677;A0376216980575;30
47137;A0376216980575;30
47157;A0376216980575;30
47177;A0376216980575;30
53518;A0376216980575;30
54658;A0376216980575;30
54981;A0376216980575;30
59458;A0376216980575;30
60318;A0376216980575;30
61498;A0376216980575;30
61499;A0376216980575;30
66299;A0376216980575;30
78798;A0376216980575;30
ELDORADO;A0376216980575;30
10067;A0376216980576;30
10122;A0376216980576;30
10225;A0376216980576;30
10397;A0376216980576;30
12792;A0376216980576;30
14148;A0376216980576;30
141682;A0376216980576;30
151742;A0376216980576;30
165122;A0376216980576;30
165142;A0376216980576;30
165163;A0376216980576;30
165182;A0376216980576;30
165183;A0376216980576;30
165184;A0376216980576;30
165282;A0376216980576;30
16763;A0376216980576;30
16875;A0376216980576;30
169542;A0376216980576;30
170422;A0376216980576;30
17270;A0376216980576;30
17511;A0376216980576;30
176703;A0376216980576;30
18440;A0376216980576;30
188083;A0376216980576;30
190383;A0376216980576;30
190403;A0376216980576;30
19193;A0376216980576;30
20917;A0376216980576;30
29637;A0376216980576;30
29638;A0376216980576;30
300094;A0376216980576;30
300186;A0376216980576;30
300935;A0376216980576;30
300936;A0376216980576;30
301023;A0376216980576;30
301180;A0376216980576;30
301181;A0376216980576;30
301182;A0376216980576;30
301763;A0376216980576;30
43637;A0376216980576;30
46677;A0376216980576;30
47137;A0376216980576;30
47157;A0376216980576;30
47177;A0376216980576;30
53518;A0376216980576;30
54658;A0376216980576;30
54981;A0376216980576;30
59458;A0376216980576;30
60318;A0376216980576;30
61498;A0376216980576;30
61499;A0376216980576;30
66299;A0376216980576;30
78798;A0376216980576;30
ELDORADO;A0376216980576;30
10067;A0376216980577;30
10122;A0376216980577;30
10225;A0376216980577;30
10397;A0376216980577;30
12792;A0376216980577;30
14148;A0376216980577;30
141682;A0376216980577;30
151742;A0376216980577;30
165122;A0376216980577;30
165142;A0376216980577;30
165163;A0376216980577;30
165182;A0376216980577;30
165183;A0376216980577;30
165184;A0376216980577;30
165282;A0376216980577;30
16763;A0376216980577;30
16875;A0376216980577;30
169542;A0376216980577;30
170422;A0376216980577;30
17270;A0376216980577;30
17511;A0376216980577;30
176703;A0376216980577;30
18440;A0376216980577;30
188083;A0376216980577;30
190383;A0376216980577;30
190403;A0376216980577;30
19193;A0376216980577;30
20917;A0376216980577;30
29637;A0376216980577;30
29638;A0376216980577;30
300094;A0376216980577;30
300186;A0376216980577;30
300935;A0376216980577;30
300936;A0376216980577;30
301023;A0376216980577;30
301180;A0376216980577;30
301181;A0376216980577;30
301182;A0376216980577;30
301763;A0376216980577;30
43637;A0376216980577;30
46677;A0376216980577;30
47137;A0376216980577;30
47157;A0376216980577;30
47177;A0376216980577;30
53518;A0376216980577;30
54658;A0376216980577;30
54981;A0376216980577;30
59458;A0376216980577;30
60318;A0376216980577;30
61498;A0376216980577;30
61499;A0376216980577;30
66299;A0376216980577;30
78798;A0376216980577;30
ELDORADO;A0376216980577;30
10067;A0376216980578;30
10122;A0376216980578;30
10225;A0376216980578;30
10397;A0376216980578;30
12792;A0376216980578;30
14148;A0376216980578;30
141682;A0376216980578;30
151742;A0376216980578;30
165122;A0376216980578;30
165142;A0376216980578;30
165163;A0376216980578;30
165182;A0376216980578;30
165183;A0376216980578;30
165184;A0376216980578;30
165282;A0376216980578;30
16763;A0376216980578;30
16875;A0376216980578;30
169542;A0376216980578;30
170422;A0376216980578;30
17270;A0376216980578;30
17511;A0376216980578;30
176703;A0376216980578;30
18440;A0376216980578;30
188083;A0376216980578;30
190383;A0376216980578;30
190403;A0376216980578;30
19193;A0376216980578;30
20917;A0376216980578;30
29637;A0376216980578;30
29638;A0376216980578;30
300094;A0376216980578;30
300186;A0376216980578;30
300935;A0376216980578;30
300936;A0376216980578;30
301023;A0376216980578;30
301180;A0376216980578;30
301181;A0376216980578;30
301182;A0376216980578;30
301763;A0376216980578;30
43637;A0376216980578;30
46677;A0376216980578;30
47137;A0376216980578;30
47157;A0376216980578;30
47177;A0376216980578;30
53518;A0376216980578;30
54658;A0376216980578;30
54981;A0376216980578;30
59458;A0376216980578;30
60318;A0376216980578;30
61498;A0376216980578;30
61499;A0376216980578;30
66299;A0376216980578;30
78798;A0376216980578;30
ELDORADO;A0376216980578;30
10067;A0376216980579;30
10122;A0376216980579;30
10225;A0376216980579;30
10397;A0376216980579;30
12792;A0376216980579;30
14148;A0376216980579;30
141682;A0376216980579;30
151742;A0376216980579;30
165122;A0376216980579;30
165142;A0376216980579;30
165163;A0376216980579;30
165182;A0376216980579;30
165183;A0376216980579;30
165184;A0376216980579;30
165282;A0376216980579;30
16763;A0376216980579;30
16875;A0376216980579;30
169542;A0376216980579;30
170422;A0376216980579;30
17270;A0376216980579;30
17511;A0376216980579;30
176703;A0376216980579;30
18440;A0376216980579;30
188083;A0376216980579;30
190383;A0376216980579;30
190403;A0376216980579;30
19193;A0376216980579;30
20917;A0376216980579;30
29637;A0376216980579;30
29638;A0376216980579;30
300094;A0376216980579;30
300186;A0376216980579;30
300935;A0376216980579;30
300936;A0376216980579;30
301023;A0376216980579;30
301180;A0376216980579;30
301181;A0376216980579;30
301182;A0376216980579;30
301763;A0376216980579;30
43637;A0376216980579;30
46677;A0376216980579;30
47137;A0376216980579;30
47157;A0376216980579;30
47177;A0376216980579;30
53518;A0376216980579;30
54658;A0376216980579;30
54981;A0376216980579;30
59458;A0376216980579;30
60318;A0376216980579;30
61498;A0376216980579;30
61499;A0376216980579;30
66299;A0376216980579;30
78798;A0376216980579;30
ELDORADO;A0376216980579;30
10067;A0376216980580;30
10122;A0376216980580;30
10225;A0376216980580;30
10397;A0376216980580;30
12792;A0376216980580;30
14148;A0376216980580;30
141682;A0376216980580;30
151742;A0376216980580;30
165122;A0376216980580;30
165142;A0376216980580;30
165163;A0376216980580;30
165182;A0376216980580;30
165183;A0376216980580;30
165184;A0376216980580;30
165282;A0376216980580;30
16763;A0376216980580;30
16875;A0376216980580;30
169542;A0376216980580;30
170422;A0376216980580;30
17270;A0376216980580;30
17511;A0376216980580;30
176703;A0376216980580;30
18440;A0376216980580;30
188083;A0376216980580;30
190383;A0376216980580;30
190403;A0376216980580;30
19193;A0376216980580;30
20917;A0376216980580;30
29637;A0376216980580;30
29638;A0376216980580;30
300094;A0376216980580;30
300186;A0376216980580;30
300935;A0376216980580;30
300936;A0376216980580;30
301023;A0376216980580;30
301180;A0376216980580;30
301181;A0376216980580;30
301182;A0376216980580;30
301763;A0376216980580;30
43637;A0376216980580;30
46677;A0376216980580;30
47137;A0376216980580;30
47157;A0376216980580;30
47177;A0376216980580;30
53518;A0376216980580;30
54658;A0376216980580;30
54981;A0376216980580;30
59458;A0376216980580;30
60318;A0376216980580;30
61498;A0376216980580;30
61499;A0376216980580;30
66299;A0376216980580;30
78798;A0376216980580;30
ELDORADO;A0376216980580;30
10067;A0376216980581;30
10122;A0376216980581;30
10225;A0376216980581;30
10397;A0376216980581;30
12792;A0376216980581;30
14148;A0376216980581;30
141682;A0376216980581;30
151742;A0376216980581;30
165122;A0376216980581;30
165142;A0376216980581;30
165163;A0376216980581;30
165182;A0376216980581;30
165183;A0376216980581;30
165184;A0376216980581;30
165282;A0376216980581;30
16763;A0376216980581;30
16875;A0376216980581;30
169542;A0376216980581;30
170422;A0376216980581;30
17270;A0376216980581;30
17511;A0376216980581;30
176703;A0376216980581;30
18440;A0376216980581;30
188083;A0376216980581;30
190383;A0376216980581;30
190403;A0376216980581;30
19193;A0376216980581;30
20917;A0376216980581;30
29637;A0376216980581;30
29638;A0376216980581;30
300094;A0376216980581;30
300186;A0376216980581;30
300935;A0376216980581;30
300936;A0376216980581;30
301023;A0376216980581;30
301180;A0376216980581;30
301181;A0376216980581;30
301182;A0376216980581;30
301763;A0376216980581;30
43637;A0376216980581;30
46677;A0376216980581;30
47137;A0376216980581;30
47157;A0376216980581;30
47177;A0376216980581;30
53518;A0376216980581;30
54658;A0376216980581;30
54981;A0376216980581;30
59458;A0376216980581;30
60318;A0376216980581;30
61498;A0376216980581;30
61499;A0376216980581;30
66299;A0376216980581;30
78798;A0376216980581;30
ELDORADO;A0376216980581;30
10067;A0376216980583;30
10122;A0376216980583;30
10225;A0376216980583;30
10397;A0376216980583;30
12792;A0376216980583;30
14148;A0376216980583;30
141682;A0376216980583;30
151742;A0376216980583;30
165122;A0376216980583;30
165142;A0376216980583;30
165163;A0376216980583;30
165182;A0376216980583;30
165183;A0376216980583;30
165184;A0376216980583;30
165282;A0376216980583;30
16763;A0376216980583;30
16875;A0376216980583;30
169542;A0376216980583;30
170422;A0376216980583;30
17270;A0376216980583;30
17511;A0376216980583;30
176703;A0376216980583;30
18440;A0376216980583;30
188083;A0376216980583;30
190383;A0376216980583;30
190403;A0376216980583;30
19193;A0376216980583;30
20917;A0376216980583;30
29637;A0376216980583;30
29638;A0376216980583;30
300094;A0376216980583;30
300186;A0376216980583;30
300935;A0376216980583;30
300936;A0376216980583;30
301023;A0376216980583;30
301180;A0376216980583;30
301181;A0376216980583;30
301182;A0376216980583;30
301763;A0376216980583;30
43637;A0376216980583;30
46677;A0376216980583;30
47137;A0376216980583;30
47157;A0376216980583;30
47177;A0376216980583;30
53518;A0376216980583;30
54658;A0376216980583;30
54981;A0376216980583;30
59458;A0376216980583;30
60318;A0376216980583;30
61498;A0376216980583;30
61499;A0376216980583;30
66299;A0376216980583;30
78798;A0376216980583;30
ELDORADO;A0376216980583;30
10067;A0376216980584;30
10122;A0376216980584;30
10225;A0376216980584;30
10397;A0376216980584;30
12792;A0376216980584;30
14148;A0376216980584;30
141682;A0376216980584;30
151742;A0376216980584;30
165122;A0376216980584;30
165142;A0376216980584;30
165163;A0376216980584;30
165182;A0376216980584;30
165183;A0376216980584;30
165184;A0376216980584;30
165282;A0376216980584;30
16763;A0376216980584;30
16875;A0376216980584;30
169542;A0376216980584;30
170422;A0376216980584;30
17270;A0376216980584;30
17511;A0376216980584;30
176703;A0376216980584;30
18440;A0376216980584;30
188083;A0376216980584;30
190383;A0376216980584;30
190403;A0376216980584;30
19193;A0376216980584;30
20917;A0376216980584;30
29637;A0376216980584;30
29638;A0376216980584;30
300094;A0376216980584;30
300186;A0376216980584;30
300935;A0376216980584;30
300936;A0376216980584;30
301023;A0376216980584;30
301180;A0376216980584;30
301181;A0376216980584;30
301182;A0376216980584;30
301763;A0376216980584;30
43637;A0376216980584;30
46677;A0376216980584;30
47137;A0376216980584;30
47157;A0376216980584;30
47177;A0376216980584;30
53518;A0376216980584;30
54658;A0376216980584;30
54981;A0376216980584;30
59458;A0376216980584;30
60318;A0376216980584;30
61498;A0376216980584;30
61499;A0376216980584;30
66299;A0376216980584;30
78798;A0376216980584;30
ELDORADO;A0376216980584;30
10067;A0376216980587;30
10122;A0376216980587;30
10225;A0376216980587;30
10397;A0376216980587;30
12792;A0376216980587;30
14148;A0376216980587;30
141682;A0376216980587;30
151742;A0376216980587;30
165122;A0376216980587;30
165142;A0376216980587;30
165163;A0376216980587;30
165182;A0376216980587;30
165183;A0376216980587;30
165184;A0376216980587;30
165282;A0376216980587;30
16763;A0376216980587;30
16875;A0376216980587;30
169542;A0376216980587;30
170422;A0376216980587;30
17270;A0376216980587;30
17511;A0376216980587;30
176703;A0376216980587;30
18440;A0376216980587;30
188083;A0376216980587;30
